station,valid,tmpc,relh,sped,p01m
NYC,2023-01-01 00:06,10.00,92.80,0.00,T
NYC,2023-01-01 00:18,10.00,95.98,3.45,T
NYC,2023-01-01 00:31,10.00,92.80,0.00,0.25
NYC,2023-01-01 00:44,10.00,95.98,0.00,0.51
NYC,2023-01-01 00:49,10.00,93.50,0.00,0.51
NYC,2023-01-01 00:51,10.00,95.98,0.00,0.51
NYC,2023-01-01 01:19,10.56,92.14,0.00,0.51
NYC,2023-01-01 01:27,11.67,92.89,3.45,0.51
NYC,2023-01-01 01:51,12.78,93.29,6.90,1.02
NYC,2023-01-01 02:49,12.00,100.00,5.75,2.54
NYC,2023-01-01 02:51,12.22,96.76,0.00,2.79
NYC,2023-01-01 03:01,12.22,96.76,5.75,0.51
NYC,2023-01-01 03:35,12.78,93.29,5.75,1.02
NYC,2023-01-01 03:51,12.78,89.59,5.75,1.02
NYC,2023-01-01 04:05,12.22,96.76,0.00,T
NYC,2023-01-01 04:34,12.22,92.92,8.05,T
NYC,2023-01-01 04:51,12.22,92.92,0.00,0.25
NYC,2023-01-01 05:20,12.22,89.88,0.00,T
NYC,2023-01-01 05:36,12.22,92.92,6.90,T
NYC,2023-01-01 05:49,12.00,93.60,4.60,T
NYC,2023-01-01 05:51,11.67,92.89,5.75,T
NYC,2023-01-01 06:51,11.67,89.18,8.05,T
NYC,2023-01-01 07:51,11.11,92.86,5.75,0.00
NYC,2023-01-01 08:51,11.67,85.59,9.20,0.00
NYC,2023-01-01 09:51,11.11,86.17,4.60,0.00
NYC,2023-01-01 10:51,10.56,89.09,3.45,0.00
NYC,2023-01-01 11:51,10.56,82.62,4.60,0.00
NYC,2023-01-01 12:51,10.00,80.06,5.75,0.00
NYC,2023-01-01 13:51,10.00,74.15,6.90,0.00
NYC,2023-01-01 14:51,11.11,63.24,6.90,0.00
NYC,2023-01-01 15:51,11.67,56.17,5.75,0.00
NYC,2023-01-01 16:51,11.11,56.45,8.05,0.00
NYC,2023-01-01 17:51,11.67,54.21,10.35,0.00
NYC,2023-01-01 18:51,12.22,48.65,5.75,0.00
NYC,2023-01-01 19:51,11.67,44.42,6.90,0.00
NYC,2023-01-01 20:51,11.67,42.48,4.60,0.00
NYC,2023-01-01 21:51,11.67,42.81,3.45,0.00
NYC,2023-01-01 22:51,10.56,45.73,0.00,0.00
NYC,2023-01-01 23:51,10.00,47.64,3.45,0.00
NYC,2023-01-02 00:51,10.56,51.81,3.45,0.00
NYC,2023-01-02 01:51,10.56,51.81,0.00,0.00
NYC,2023-01-02 02:51,10.56,52.00,0.00,0.00
NYC,2023-01-02 03:51,10.56,54.13,4.60,0.00
NYC,2023-01-02 04:51,10.00,56.39,0.00,0.00
NYC,2023-01-02 05:51,10.00,56.39,0.00,0.00
NYC,2023-01-02 06:51,10.56,56.10,3.45,0.00
NYC,2023-01-02 07:51,10.00,58.44,3.45,0.00
NYC,2023-01-02 08:51,10.00,60.79,0.00,0.00
NYC,2023-01-02 09:51,10.00,62.98,4.60,0.00
NYC,2023-01-02 10:51,10.00,62.98,4.60,0.00
NYC,2023-01-02 11:51,10.00,62.98,5.75,0.00
NYC,2023-01-02 12:51,9.44,68.51,4.60,0.00
NYC,2023-01-02 13:51,6.11,92.58,407.10,0.00
NYC,2023-01-02 14:51,10.00,62.98,4.60,0.00
NYC,2023-01-02 15:51,10.56,63.12,3.45,0.00
NYC,2023-01-02 16:51,11.67,58.64,3.45,0.00
NYC,2023-01-02 17:51,12.78,54.70,4.60,0.00
NYC,2023-01-02 18:51,13.33,54.83,4.60,0.00
NYC,2023-01-02 19:51,13.33,54.83,6.90,0.00
NYC,2023-01-02 20:51,13.33,57.23,5.75,0.00
NYC,2023-01-02 21:51,12.78,61.69,6.90,0.00
NYC,2023-01-02 22:51,12.78,63.86,3.45,0.00
NYC,2023-01-02 23:51,13.33,64.47,4.60,0.00
NYC,2023-01-03 00:51,12.78,66.61,0.00,0.00
NYC,2023-01-03 01:51,12.78,68.93,4.60,0.00
NYC,2023-01-03 01:58,12.22,71.50,3.45,T
NYC,2023-01-03 02:29,11.67,76.75,5.75,0.25
NYC,2023-01-03 02:51,11.67,76.75,0.00,0.25
NYC,2023-01-03 03:51,11.11,86.17,0.00,0.25
NYC,2023-01-03 04:51,11.11,89.13,0.00,T
NYC,2023-01-03 05:51,11.67,82.76,0.00,0.00
NYC,2023-01-03 06:51,11.11,82.68,3.45,0.00
NYC,2023-01-03 07:51,10.56,76.86,4.60,0.00
NYC,2023-01-03 08:51,10.00,82.86,3.45,0.00
NYC,2023-01-03 09:51,9.44,86.33,3.45,0.00
NYC,2023-01-03 10:51,9.44,86.33,3.45,T
NYC,2023-01-03 11:13,9.44,86.33,3.45,T
NYC,2023-01-03 11:51,8.89,92.74,3.45,0.51
NYC,2023-01-03 12:49,8.00,93.40,4.60,0.25
NYC,2023-01-03 12:51,8.33,93.06,3.45,0.25
NYC,2023-01-03 13:17,8.89,92.74,3.45,0.00
NYC,2023-01-03 13:31,8.89,92.74,4.60,0.00
NYC,2023-01-03 13:51,9.44,89.67,3.45,0.00
NYC,2023-01-03 14:51,10.00,89.04,0.00,0.00
NYC,2023-01-03 15:26,10.56,86.12,3.45,T
NYC,2023-01-03 15:31,10.00,89.04,3.45,T
NYC,2023-01-03 15:49,9.00,93.45,0.00,1.52
NYC,2023-01-03 15:51,8.89,92.74,0.00,2.03
NYC,2023-01-03 16:15,8.89,95.95,0.00,3.05
NYC,2023-01-03 16:48,9.00,93.45,3.45,5.59
NYC,2023-01-03 16:51,9.44,92.77,0.00,5.59
NYC,2023-01-03 17:18,9.44,92.77,0.00,0.76
NYC,2023-01-03 17:44,10.00,95.98,0.00,1.78
NYC,2023-01-03 17:49,10.00,93.50,0.00,1.78
NYC,2023-01-03 17:51,10.00,95.98,0.00,1.78
NYC,2023-01-03 18:02,10.00,95.98,0.00,T
NYC,2023-01-03 18:31,11.11,92.86,5.75,0.25
NYC,2023-01-03 18:40,11.11,92.86,5.75,0.25
NYC,2023-01-03 18:51,11.11,92.86,8.05,0.25
NYC,2023-01-03 19:51,12.22,89.88,5.75,0.25
NYC,2023-01-03 20:51,12.78,89.59,3.45,0.00
NYC,2023-01-03 21:49,13.00,93.65,4.60,0.00
NYC,2023-01-03 21:51,13.33,90.29,8.05,0.00
NYC,2023-01-03 22:24,13.89,89.68,5.75,0.00
NYC,2023-01-03 22:51,13.33,89.64,6.90,0.00
NYC,2023-01-03 23:03,13.33,89.64,4.60,0.00
NYC,2023-01-03 23:51,13.33,90.29,0.00,0.00
NYC,2023-01-04 00:34,13.89,86.45,4.60,0.00
NYC,2023-01-04 00:51,13.33,90.29,4.60,0.00
NYC,2023-01-04 01:51,13.89,83.33,0.00,0.00
NYC,2023-01-04 02:51,12.22,86.29,5.75,0.00
NYC,2023-01-04 03:51,12.78,89.59,0.00,0.00
NYC,2023-01-04 04:51,13.89,83.33,4.60,0.00
NYC,2023-01-04 05:05,13.33,86.40,0.00,0.00
NYC,2023-01-04 05:34,13.89,83.33,0.00,0.00
NYC,2023-01-04 05:51,14.44,78.03,,0.00
NYC,2023-01-04 06:51,15.00,75.02,5.75,0.00
NYC,2023-01-04 07:26,15.00,74.74,5.75,0.00
NYC,2023-01-04 07:51,14.44,78.03,4.60,0.00
NYC,2023-01-04 08:24,15.00,72.01,10.35,0.00
NYC,2023-01-04 08:32,14.44,74.64,6.90,0.00
NYC,2023-01-04 08:51,14.44,74.91,9.20,0.00
NYC,2023-01-04 09:51,14.44,78.03,8.05,0.00
NYC,2023-01-04 10:51,13.89,83.33,6.90,0.00
NYC,2023-01-04 11:51,14.44,84.00,4.60,0.00
NYC,2023-01-04 12:51,13.33,86.71,3.45,0.00
NYC,2023-01-04 13:51,15.00,83.46,4.60,0.00
NYC,2023-01-04 14:51,16.11,77.72,3.45,0.00
NYC,2023-01-04 15:51,16.67,74.75,4.60,0.00
NYC,2023-01-04 16:51,17.22,72.42,,0.00
NYC,2023-01-04 17:51,18.89,65.21,3.45,0.00
NYC,2023-01-04 18:51,18.33,67.76,5.75,0.00
NYC,2023-01-04 19:51,18.33,70.28,0.00,0.00
NYC,2023-01-04 20:51,17.22,72.42,3.45,0.00
NYC,2023-01-04 21:51,15.56,83.23,0.00,T
NYC,2023-01-04 22:51,14.44,86.82,3.45,0.25
NYC,2023-01-04 23:58,13.89,83.33,3.45,T
NYC,2023-01-05 00:51,13.33,86.40,5.75,0.25
NYC,2023-01-05 01:51,12.22,89.88,4.60,0.00
NYC,2023-01-05 02:13,11.67,89.51,4.60,0.00
NYC,2023-01-05 02:24,11.67,89.51,3.45,0.00
NYC,2023-01-05 02:51,11.11,89.46,6.90,0.00
NYC,2023-01-05 03:42,10.00,92.80,4.60,0.00
NYC,2023-01-05 03:51,10.00,89.04,4.60,0.00
NYC,2023-01-05 04:12,10.00,89.37,5.75,0.00
NYC,2023-01-05 04:23,9.44,92.77,4.60,0.00
NYC,2023-01-05 04:49,9.00,93.45,6.90,T
NYC,2023-01-05 04:51,9.44,92.77,5.75,T
NYC,2023-01-05 05:32,8.89,96.31,4.60,T
NYC,2023-01-05 05:51,8.89,92.74,3.45,T
NYC,2023-01-05 06:29,8.89,92.74,6.90,T
NYC,2023-01-05 06:51,8.89,92.74,4.60,0.25
NYC,2023-01-05 07:51,8.89,92.74,3.45,T
NYC,2023-01-05 08:51,8.89,92.74,3.45,0.00
NYC,2023-01-05 09:51,9.44,92.77,0.00,0.00
NYC,2023-01-05 10:36,8.89,96.31,3.45,0.00
NYC,2023-01-05 10:49,9.00,93.45,4.60,0.00
NYC,2023-01-05 10:51,9.44,92.77,3.45,0.00
NYC,2023-01-05 11:13,9.44,96.32,4.60,0.00
NYC,2023-01-05 11:51,9.44,96.69,5.75,0.00
NYC,2023-01-05 12:10,9.44,96.32,5.75,0.00
NYC,2023-01-05 12:51,8.89,95.95,5.75,0.00
NYC,2023-01-05 13:30,9.44,92.77,6.90,0.00
NYC,2023-01-05 13:42,9.44,92.77,5.75,0.00
NYC,2023-01-05 13:51,9.44,92.77,5.75,0.00
NYC,2023-01-05 14:33,8.89,92.74,10.35,0.00
NYC,2023-01-05 14:51,9.00,93.45,6.90,0.00
NYC,2023-01-05 15:51,9.44,86.33,,0.00
NYC,2023-01-05 16:51,9.44,86.33,5.75,0.00
NYC,2023-01-05 17:51,8.89,89.29,4.60,0.00
NYC,2023-01-05 18:51,10.00,82.86,4.60,0.00
NYC,2023-01-05 19:51,9.44,83.42,4.60,0.00
NYC,2023-01-05 20:51,8.89,86.28,5.75,0.00
NYC,2023-01-05 21:51,8.33,89.92,4.60,0.00
NYC,2023-01-05 22:51,8.33,89.92,3.45,0.00
NYC,2023-01-05 23:51,8.33,89.92,3.45,T
NYC,2023-01-06 00:51,8.33,89.92,9.20,T
NYC,2023-01-06 01:51,8.33,86.21,6.90,0.00
NYC,2023-01-06 02:51,7.78,93.03,6.90,0.00
NYC,2023-01-06 03:38,7.22,92.65,6.90,0.00
NYC,2023-01-06 03:51,7.22,92.65,9.20,0.00
NYC,2023-01-06 04:01,7.22,92.65,8.05,0.00
NYC,2023-01-06 04:10,7.22,89.49,6.90,0.00
NYC,2023-01-06 04:18,6.67,92.62,8.05,0.00
NYC,2023-01-06 04:51,7.22,89.49,6.90,0.00
NYC,2023-01-06 05:51,7.22,89.49,3.45,0.00
NYC,2023-01-06 06:51,7.22,89.49,3.45,0.25
NYC,2023-01-06 07:09,6.67,92.62,3.45,1.02
NYC,2023-01-06 07:30,6.67,92.62,3.45,2.79
NYC,2023-01-06 07:40,6.67,92.62,4.60,3.81
NYC,2023-01-06 07:51,6.67,88.77,6.90,4.57
NYC,2023-01-06 08:04,6.67,88.77,3.45,0.76
NYC,2023-01-06 08:46,6.00,93.30,5.75,1.52
NYC,2023-01-06 08:49,6.00,93.30,5.75,1.78
NYC,2023-01-06 08:51,6.11,92.58,5.75,1.78
NYC,2023-01-06 09:20,6.11,92.58,3.45,T
NYC,2023-01-06 09:51,6.11,92.58,4.60,T
NYC,2023-01-06 10:51,5.56,91.84,5.75,T
NYC,2023-01-06 11:51,6.11,92.58,0.00,0.00
NYC,2023-01-06 12:49,7.00,87.09,0.00,T
NYC,2023-01-06 12:51,6.67,88.77,0.00,T
NYC,2023-01-06 13:36,6.67,92.62,3.45,T
NYC,2023-01-06 13:51,6.67,88.77,4.60,T
NYC,2023-01-06 14:21,6.67,88.77,4.60,0.00
NYC,2023-01-06 14:33,6.67,88.77,3.45,0.00
NYC,2023-01-06 14:47,7.00,87.09,0.00,T
NYC,2023-01-06 14:51,6.67,88.77,0.00,T
NYC,2023-01-06 15:37,6.67,88.77,3.45,0.25
NYC,2023-01-06 15:51,7.22,89.49,3.45,0.25
NYC,2023-01-06 16:51,7.22,85.77,3.45,0.00
NYC,2023-01-06 17:34,8.33,83.28,5.75,0.00
NYC,2023-01-06 17:51,8.33,76.48,5.75,0.00
NYC,2023-01-06 18:08,8.89,73.38,3.45,0.00
NYC,2023-01-06 18:15,8.89,76.58,0.00,0.00
NYC,2023-01-06 18:48,9.00,70.88,3.45,0.00
NYC,2023-01-06 18:51,8.89,73.38,4.60,0.00
NYC,2023-01-06 19:51,8.33,70.73,8.05,T
NYC,2023-01-06 20:51,8.89,62.97,8.05,T
NYC,2023-01-06 21:51,7.78,67.90,5.75,0.00
NYC,2023-01-06 22:51,7.78,65.52,5.75,0.00
NYC,2023-01-06 23:51,7.22,60.11,4.60,0.00
NYC,2023-01-07 00:51,6.11,62.06,10.35,0.00
NYC,2023-01-07 01:51,5.56,61.94,10.35,0.00
NYC,2023-01-07 02:51,5.56,59.22,9.20,0.00
NYC,2023-01-07 03:51,4.44,67.45,8.05,0.00
NYC,2023-01-07 04:51,3.89,69.85,6.90,0.00
NYC,2023-01-07 05:51,3.89,66.79,5.75,0.00
NYC,2023-01-07 06:51,3.33,67.20,8.05,0.00
NYC,2023-01-07 07:51,3.33,67.20,6.90,0.00
NYC,2023-01-07 08:51,2.78,72.24,4.60,0.00
NYC,2023-01-07 09:51,2.78,72.24,6.90,0.00
NYC,2023-01-07 10:51,2.78,72.24,6.90,0.00
NYC,2023-01-07 11:51,3.33,69.73,,0.00
NYC,2023-01-07 12:51,3.33,69.73,4.60,0.00
NYC,2023-01-07 13:51,3.89,64.37,9.20,0.00
NYC,2023-01-07 14:51,4.44,64.49,5.75,0.00
NYC,2023-01-07 15:51,5.56,57.08,5.75,0.00
NYC,2023-01-07 16:51,6.67,50.73,9.20,0.00
NYC,2023-01-07 17:51,6.67,50.73,8.05,0.00
NYC,2023-01-07 18:51,6.67,50.73,8.05,0.00
NYC,2023-01-07 19:51,6.67,52.86,4.60,0.00
NYC,2023-01-07 20:51,6.67,52.86,6.90,0.00
NYC,2023-01-07 21:51,6.11,55.14,4.60,0.00
NYC,2023-01-07 22:51,5.56,57.08,5.75,0.00
NYC,2023-01-07 23:51,5.56,54.78,6.90,0.00
NYC,2023-01-08 00:51,5.00,61.79,9.20,0.00
NYC,2023-01-08 01:51,5.00,59.55,9.20,0.00
NYC,2023-01-08 02:51,4.44,62.15,5.75,0.00
NYC,2023-01-08 03:51,4.44,57.47,4.60,0.00
NYC,2023-01-08 04:51,3.89,56.86,5.75,0.00
NYC,2023-01-08 05:51,3.33,59.36,5.75,0.00
NYC,2023-01-08 06:51,2.78,59.24,,0.00
NYC,2023-01-08 07:51,2.78,56.57,5.75,0.00
NYC,2023-01-08 08:51,2.22,58.85,9.20,0.00
NYC,2023-01-08 09:51,1.67,56.05,6.90,0.00
NYC,2023-01-08 10:51,1.67,56.05,6.90,0.00
NYC,2023-01-08 11:51,1.11,55.88,0.00,0.00
NYC,2023-01-08 12:51,0.56,60.71,5.75,0.00
NYC,2023-01-08 13:51,1.11,60.83,0.00,0.00
NYC,2023-01-08 14:51,1.67,58.22,8.05,0.00
NYC,2023-01-08 15:51,2.22,54.08,5.75,0.00
NYC,2023-01-08 16:51,3.33,47.89,4.60,0.00
NYC,2023-01-08 17:51,4.44,36.01,0.00,0.00
NYC,2023-01-08 18:51,4.44,36.01,0.00,0.00
NYC,2023-01-08 19:51,5.00,39.12,3.45,0.00
NYC,2023-01-08 20:51,4.44,36.01,0.00,0.00
NYC,2023-01-08 21:51,3.89,42.28,5.75,0.00
NYC,2023-01-08 22:51,3.33,50.18,4.60,0.00
NYC,2023-01-08 23:51,3.33,59.36,4.60,0.00
NYC,2023-01-09 00:51,3.33,57.18,3.45,0.00
NYC,2023-01-09 01:51,3.33,59.36,9.20,0.00
NYC,2023-01-09 02:51,3.89,59.52,3.45,0.00
NYC,2023-01-09 03:51,3.33,64.49,5.75,0.00
NYC,2023-01-09 04:51,3.89,64.37,6.90,0.00
NYC,2023-01-09 05:51,4.44,64.49,5.75,T
NYC,2023-01-09 06:51,4.44,69.96,0.00,T
NYC,2023-01-09 07:51,3.33,79.08,8.05,T
NYC,2023-01-09 08:02,3.33,82.66,3.45,T
NYC,2023-01-09 08:51,3.33,85.69,0.00,T
NYC,2023-01-09 09:37,2.78,88.78,4.60,0.25
NYC,2023-01-09 09:51,2.78,85.64,0.00,0.25
NYC,2023-01-09 10:26,2.78,85.64,3.45,0.00
NYC,2023-01-09 10:51,2.78,88.78,0.00,0.00
NYC,2023-01-09 11:19,3.33,82.66,0.00,0.00
NYC,2023-01-09 11:31,3.33,82.66,4.60,0.00
NYC,2023-01-09 11:51,3.33,82.66,0.00,0.00
NYC,2023-01-09 12:51,3.33,79.08,4.60,0.00
NYC,2023-01-09 13:51,3.33,79.08,3.45,0.00
NYC,2023-01-09 14:51,3.33,75.64,0.00,0.00
NYC,2023-01-09 15:51,5.00,59.55,9.20,0.00
NYC,2023-01-09 16:51,5.56,54.78,5.75,0.00
NYC,2023-01-09 17:51,6.11,48.70,8.05,0.00
NYC,2023-01-09 18:51,6.67,44.98,6.90,0.00
NYC,2023-01-09 19:51,6.67,44.98,10.35,0.00
NYC,2023-01-09 20:51,6.11,42.77,6.90,0.00
NYC,2023-01-09 21:51,5.00,42.44,9.20,0.00
NYC,2023-01-09 22:51,4.44,48.21,4.60,0.00
NYC,2023-01-09 23:51,4.44,48.21,3.45,0.00
NYC,2023-01-10 00:51,4.44,48.21,4.60,0.00
NYC,2023-01-10 01:51,4.44,48.21,3.45,0.00
NYC,2023-01-10 02:51,3.89,52.30,6.90,0.00
NYC,2023-01-10 03:51,3.89,52.30,5.75,0.00
NYC,2023-01-10 04:51,3.89,52.30,4.60,0.00
NYC,2023-01-10 05:51,3.33,52.13,6.90,0.00
NYC,2023-01-10 06:51,3.89,49.93,6.90,0.00
NYC,2023-01-10 07:51,3.89,52.30,5.75,0.00
NYC,2023-01-10 08:51,3.33,54.60,0.00,0.00
NYC,2023-01-10 09:51,3.89,52.30,4.60,0.00
NYC,2023-01-10 10:51,3.33,59.36,8.05,0.00
NYC,2023-01-10 11:51,3.89,56.86,4.60,0.00
NYC,2023-01-10 12:51,3.33,59.36,0.00,0.00
NYC,2023-01-10 13:51,4.44,57.47,5.75,0.00
NYC,2023-01-10 14:51,4.44,57.47,4.60,0.00
NYC,2023-01-10 15:51,4.44,57.47,0.00,0.00
NYC,2023-01-10 16:51,4.44,57.47,3.45,0.00
NYC,2023-01-10 17:51,4.44,57.47,4.60,0.00
NYC,2023-01-10 18:51,5.00,57.15,6.90,0.00
NYC,2023-01-10 19:51,5.00,57.15,5.75,0.00
NYC,2023-01-10 20:51,5.00,59.55,0.00,0.00
NYC,2023-01-10 21:51,5.00,57.15,4.60,0.00
NYC,2023-01-10 22:51,5.00,55.07,6.90,0.00
NYC,2023-01-10 23:51,5.00,50.67,4.60,0.00
NYC,2023-01-11 00:51,4.44,52.88,4.60,0.00
NYC,2023-01-11 01:51,4.44,52.88,0.00,0.00
NYC,2023-01-11 02:51,3.89,52.30,3.45,0.00
NYC,2023-01-11 03:51,3.89,52.30,5.75,0.00
NYC,2023-01-11 04:51,3.89,54.77,4.60,0.00
NYC,2023-01-11 05:51,3.89,56.86,8.05,0.00
NYC,2023-01-11 06:51,3.89,59.52,6.90,0.00
NYC,2023-01-11 07:51,3.33,62.14,8.05,0.00
NYC,2023-01-11 08:51,2.78,59.24,6.90,0.00
NYC,2023-01-11 09:51,2.78,56.57,5.75,0.00
NYC,2023-01-11 10:51,2.22,54.08,9.20,0.00
NYC,2023-01-11 11:51,1.67,56.05,10.35,0.00
NYC,2023-01-11 12:51,1.67,58.22,6.90,0.00
NYC,2023-01-11 13:51,2.22,58.85,9.20,0.00
NYC,2023-01-11 14:51,2.22,56.18,6.90,0.00
NYC,2023-01-11 15:51,2.78,56.57,4.60,0.00
NYC,2023-01-11 16:51,3.33,50.18,5.75,0.00
NYC,2023-01-11 17:51,3.89,48.06,5.75,0.00
NYC,2023-01-11 18:51,3.89,45.87,4.60,0.00
NYC,2023-01-11 19:51,3.89,45.87,5.75,0.00
NYC,2023-01-11 20:51,3.33,47.89,8.05,0.00
NYC,2023-01-11 21:51,3.33,47.89,6.90,0.00
NYC,2023-01-11 22:51,2.78,49.61,4.60,0.00
NYC,2023-01-11 23:51,3.33,50.18,6.90,0.00
NYC,2023-01-12 00:51,2.78,59.24,0.00,0.00
NYC,2023-01-12 01:51,2.78,61.50,6.90,0.00
NYC,2023-01-12 02:51,2.78,64.38,6.90,0.00
NYC,2023-01-12 03:51,3.33,62.14,3.45,0.00
NYC,2023-01-12 04:51,2.78,66.82,6.90,0.00
NYC,2023-01-12 05:51,3.33,64.49,4.60,0.00
NYC,2023-01-12 06:12,3.33,64.49,0.00,0.00
NYC,2023-01-12 06:51,3.33,67.20,3.45,0.00
NYC,2023-01-12 07:51,3.89,69.85,5.75,0.00
NYC,2023-01-12 08:51,3.89,69.85,4.60,0.00
NYC,2023-01-12 09:51,4.44,73.14,0.00,0.00
NYC,2023-01-12 10:51,4.44,76.44,5.75,T
NYC,2023-01-12 11:51,4.44,82.80,6.90,0.25
NYC,2023-01-12 12:00,4.44,82.80,4.60,T
NYC,2023-01-12 12:38,4.44,85.81,4.60,T
NYC,2023-01-12 12:51,4.44,85.81,4.60,T
NYC,2023-01-12 13:32,4.44,92.48,3.45,0.51
NYC,2023-01-12 13:42,5.00,88.62,3.45,0.51
NYC,2023-01-12 13:51,5.00,88.62,5.75,0.51
NYC,2023-01-12 14:04,5.00,88.62,4.60,0.25
NYC,2023-01-12 14:51,5.56,88.67,4.60,0.25
NYC,2023-01-12 15:51,6.11,88.71,4.60,0.00
NYC,2023-01-12 16:01,6.11,88.71,4.60,0.00
NYC,2023-01-12 16:19,6.67,85.06,6.90,0.00
NYC,2023-01-12 16:26,6.67,85.06,5.75,0.00
NYC,2023-01-12 16:51,6.67,88.77,5.75,0.00
NYC,2023-01-12 17:03,6.67,88.77,6.90,0.00
NYC,2023-01-12 17:27,7.22,85.77,5.75,0.00
NYC,2023-01-12 17:51,7.22,85.77,3.45,0.00
NYC,2023-01-12 18:47,8.00,87.19,6.90,0.00
NYC,2023-01-12 18:51,7.78,86.16,3.45,0.00
NYC,2023-01-12 19:51,8.33,83.28,5.75,0.00
NYC,2023-01-12 20:27,8.89,82.72,4.60,0.00
NYC,2023-01-12 20:51,8.89,82.72,3.45,0.00
NYC,2023-01-12 21:51,10.00,82.86,4.60,0.00
NYC,2023-01-12 22:07,11.67,79.40,4.60,0.00
NYC,2023-01-12 22:51,11.67,85.59,5.75,T
NYC,2023-01-12 23:09,11.11,89.13,3.45,0.76
NYC,2023-01-12 23:21,11.11,89.13,4.60,2.54
NYC,2023-01-12 23:32,11.11,92.86,8.05,3.05
NYC,2023-01-12 23:51,11.11,92.86,,3.05
NYC,2023-01-12 23:55,11.11,92.86,10.35,0.76
NYC,2023-01-13 00:05,11.11,92.86,5.75,1.52
NYC,2023-01-13 00:49,11.00,100.00,6.90,1.78
NYC,2023-01-13 00:51,11.11,96.73,8.05,1.78
NYC,2023-01-13 01:47,12.00,93.60,3.45,0.76
NYC,2023-01-13 01:51,11.67,92.89,4.60,0.76
NYC,2023-01-13 02:01,11.67,92.89,8.05,0.51
NYC,2023-01-13 02:12,11.67,92.89,9.20,1.02
NYC,2023-01-13 02:51,12.22,92.92,5.75,1.02
NYC,2023-01-13 03:19,12.22,92.92,8.05,T
NYC,2023-01-13 03:51,12.22,92.92,5.75,T
NYC,2023-01-13 03:58,12.22,92.92,5.75,0.00
NYC,2023-01-13 04:51,12.22,89.88,5.75,0.00
NYC,2023-01-13 05:08,12.22,89.88,5.75,0.00
NYC,2023-01-13 05:51,12.78,86.66,6.90,T
NYC,2023-01-13 06:12,12.78,89.59,4.60,1.52
NYC,2023-01-13 06:19,12.22,92.92,6.90,1.52
NYC,2023-01-13 06:51,11.11,92.86,9.20,2.03
NYC,2023-01-13 07:37,12.78,93.29,,0.00
NYC,2023-01-13 07:44,13.33,90.29,6.90,0.00
NYC,2023-01-13 07:51,13.33,90.29,0.00,0.00
NYC,2023-01-13 08:04,13.33,90.29,5.75,0.00
NYC,2023-01-13 08:20,13.89,86.77,4.60,0.00
NYC,2023-01-13 08:51,13.33,86.71,3.45,0.00
NYC,2023-01-13 09:51,11.67,89.18,6.90,0.00
NYC,2023-01-13 10:05,11.67,89.18,5.75,0.00
NYC,2023-01-13 10:51,11.67,85.59,4.60,0.00
NYC,2023-01-13 11:51,11.67,89.18,4.60,0.25
NYC,2023-01-13 12:51,11.67,89.18,5.75,T
NYC,2023-01-13 13:51,11.67,85.59,4.60,0.00
NYC,2023-01-13 14:04,11.67,89.18,0.00,0.00
NYC,2023-01-13 14:33,12.22,86.29,6.90,0.00
NYC,2023-01-13 14:51,12.78,83.20,3.45,0.00
NYC,2023-01-13 15:51,13.33,80.52,0.00,0.00
NYC,2023-01-13 16:49,13.00,76.66,11.50,T
NYC,2023-01-13 16:51,12.22,82.82,9.20,T
NYC,2023-01-13 17:51,12.22,74.26,,T
NYC,2023-01-13 18:00,12.22,74.26,5.75,0.00
NYC,2023-01-13 18:40,10.56,71.19,12.65,0.00
NYC,2023-01-13 18:51,10.00,71.07,10.35,0.00
NYC,2023-01-13 19:41,8.33,63.33,9.20,0.00
NYC,2023-01-13 19:51,8.33,63.33,12.65,0.00
NYC,2023-01-13 20:51,7.22,57.50,12.65,0.00
NYC,2023-01-13 21:51,5.56,61.94,12.65,0.00
NYC,2023-01-13 22:51,4.44,64.49,6.90,0.00
NYC,2023-01-13 23:51,4.44,62.15,6.90,0.00
NYC,2023-01-14 00:00,4.44,62.15,6.90,0.00
NYC,2023-01-14 00:51,4.44,62.15,9.20,0.00
NYC,2023-01-14 01:34,3.89,61.78,11.50,0.00
NYC,2023-01-14 01:51,3.89,59.52,10.35,0.00
NYC,2023-01-14 02:51,3.89,59.52,,0.00
NYC,2023-01-14 03:51,3.89,59.52,10.35,0.00
NYC,2023-01-14 04:51,3.33,62.14,,0.00
NYC,2023-01-14 05:51,2.78,61.50,4.60,0.00
NYC,2023-01-14 06:08,3.33,62.14,4.60,0.00
NYC,2023-01-14 06:51,2.22,63.98,11.50,0.00
NYC,2023-01-14 07:49,2.00,64.46,13.80,0.00
NYC,2023-01-14 07:51,2.22,61.62,11.50,0.00
NYC,2023-01-14 08:51,1.67,66.31,6.90,0.00
NYC,2023-01-14 09:51,0.56,75.18,8.05,T
NYC,2023-01-14 10:51,1.11,63.72,10.35,T
NYC,2023-01-14 11:51,1.11,63.72,10.35,0.00
NYC,2023-01-14 12:13,0.56,69.17,8.05,0.00
NYC,2023-01-14 12:43,0.00,75.07,8.05,T
NYC,2023-01-14 12:51,0.00,78.58,6.90,T
NYC,2023-01-14 13:02,0.56,75.18,10.35,T
NYC,2023-01-14 13:51,0.56,71.82,4.60,T
NYC,2023-01-14 14:24,0.56,69.17,,0.00
NYC,2023-01-14 14:51,0.56,66.06,,0.00
