station,valid,tmpc,relh,sped,p01m
JRB,2023-02-15 15:56,12.22,56.74,8.05,0.00
JRB,2023-02-15 16:56,14.44,51.02,5.75,0.00
JRB,2023-02-15 17:56,14.44,53.24,6.90,0.00
JRB,2023-02-15 18:56,16.11,47.66,5.75,0.00
JRB,2023-02-15 19:56,17.78,39.67,10.35,0.25
JRB,2023-02-15 20:56,17.78,39.67,12.65,0.00
JRB,2023-02-15 21:56,17.78,41.09,12.65,0.00
JRB,2023-02-15 22:56,16.11,44.10,13.80,0.00
JRB,2023-02-15 23:56,15.56,47.15,10.35,0.00
JRB,2023-02-16 00:56,15.56,47.15,12.65,0.00
JRB,2023-02-16 01:56,15.56,47.15,6.90,0.00
JRB,2023-02-16 02:56,15.00,51.18,9.20,0.00
JRB,2023-02-16 03:56,14.44,53.24,9.20,0.00
JRB,2023-02-16 04:56,13.89,54.99,8.05,0.00
JRB,2023-02-16 05:56,13.89,54.99,8.05,0.00
JRB,2023-02-16 06:56,13.89,54.99,8.05,0.00
JRB,2023-02-16 07:56,13.33,57.23,6.90,0.00
JRB,2023-02-16 08:56,12.22,61.32,8.05,0.00
JRB,2023-02-16 09:56,12.78,59.13,8.05,0.00
JRB,2023-02-16 10:56,12.78,56.66,6.90,0.00
JRB,2023-02-16 11:56,10.56,65.38,5.75,0.00
JRB,2023-02-16 12:56,11.67,60.73,4.60,0.00
JRB,2023-02-16 13:56,12.78,56.66,0.00,0.00
JRB,2023-02-16 14:56,13.89,52.70,3.45,0.00
JRB,2023-02-16 15:56,16.11,45.67,4.60,0.00
JRB,2023-02-16 16:56,16.67,43.93,3.45,0.00
JRB,2023-02-16 17:56,16.67,43.93,0.00,0.00
JRB,2023-02-16 18:56,15.00,51.18,4.60,0.00
JRB,2023-02-16 19:56,12.78,66.61,4.60,T
JRB,2023-02-16 20:56,12.78,74.08,0.00,0.51
JRB,2023-02-16 21:56,13.33,74.72,0.00,0.51
JRB,2023-02-16 22:56,12.22,76.83,3.45,T
JRB,2023-02-16 23:56,11.67,82.76,4.60,0.00
JRB,2023-02-17 00:56,12.78,79.85,4.60,0.25
JRB,2023-02-17 01:09,13.00,76.66,4.60,0.00
JRB,2023-02-17 01:56,12.78,86.66,4.60,0.00
JRB,2023-02-17 02:37,13.00,93.65,8.05,0.00
JRB,2023-02-17 02:56,12.78,96.42,5.75,0.00
JRB,2023-02-17 03:56,12.78,,6.90,0.00
JRB,2023-02-17 04:56,,,6.90,0.00
JRB,2023-02-17 05:56,,,5.75,0.00
JRB,2023-02-17 06:56,,,4.60,0.00
JRB,2023-02-17 07:30,,,0.00,0.00
JRB,2023-02-17 07:41,,,0.00,0.00
JRB,2023-02-17 07:56,,,0.00,0.00
JRB,2023-02-17 07:59,,,3.45,0.00
JRB,2023-02-17 08:56,,,4.60,0.00
JRB,2023-02-17 09:43,,,3.45,0.00
JRB,2023-02-17 09:56,,,3.45,0.00
JRB,2023-02-17 10:44,,,0.00,0.00
JRB,2023-02-17 10:56,,,0.00,0.00
JRB,2023-02-17 11:56,,,6.90,0.00
JRB,2023-02-17 12:56,,,8.05,T
JRB,2023-02-17 13:56,,,10.35,0.25
JRB,2023-02-17 14:15,,,14.95,T
JRB,2023-02-17 14:23,,,13.80,0.25
JRB,2023-02-17 14:43,,,11.50,0.76
JRB,2023-02-17 14:56,,,8.05,0.76
JRB,2023-02-17 15:12,,,8.05,T
JRB,2023-02-17 15:34,,,5.75,0.25
JRB,2023-02-17 15:51,,,3.45,0.25
JRB,2023-02-17 15:56,,,8.05,0.25
JRB,2023-02-17 16:22,,,10.35,0.00
JRB,2023-02-17 16:34,,,6.90,0.00
JRB,2023-02-17 16:56,,,8.05,0.00
JRB,2023-02-17 17:56,,,10.35,0.00
JRB,2023-02-17 18:30,,,6.90,0.25
JRB,2023-02-17 18:33,,,3.45,0.25
JRB,2023-02-17 18:42,,,3.45,0.25
JRB,2023-02-17 18:56,,,4.60,0.25
JRB,2023-02-17 19:56,11.11,71.28,0.00,0.25
JRB,2023-02-17 20:56,8.89,60.76,5.75,T
JRB,2023-02-17 21:56,7.22,62.83,5.75,T
JRB,2023-02-17 22:56,6.11,57.21,5.75,T
JRB,2023-02-17 23:56,4.44,59.65,4.60,T
JRB,2023-02-18 00:56,3.33,59.36,5.75,0.00
JRB,2023-02-18 01:56,2.22,58.85,6.90,0.00
JRB,2023-02-18 02:56,1.67,53.49,4.60,0.00
JRB,2023-02-18 03:56,1.11,53.77,5.75,0.00
JRB,2023-02-18 04:56,1.11,51.52,3.45,0.00
JRB,2023-02-18 05:56,0.56,51.37,0.00,0.00
JRB,2023-02-18 06:56,0.56,51.37,4.60,0.00
JRB,2023-02-18 07:56,0.56,51.37,3.45,0.00
JRB,2023-02-18 08:56,0.00,51.20,4.60,0.00
JRB,2023-02-18 09:56,-0.61,56.14,5.75,0.00
JRB,2023-02-18 10:56,-1.11,58.23,0.00,0.00
JRB,2023-02-18 11:56,-1.72,58.06,3.45,0.00
JRB,2023-02-18 12:56,-1.11,55.52,3.45,0.00
JRB,2023-02-18 13:56,0.00,53.70,5.75,0.00
JRB,2023-02-18 14:56,1.11,45.43,6.90,0.00
JRB,2023-02-18 15:56,2.22,41.96,10.35,0.25
JRB,2023-02-18 16:56,2.78,38.44,9.20,0.00
JRB,2023-02-18 17:56,4.44,31.42,8.05,0.00
JRB,2023-02-18 18:56,5.56,30.03,10.35,0.00
JRB,2023-02-18 19:56,6.67,29.19,9.20,0.00
JRB,2023-02-18 20:56,7.22,33.55,11.50,0.00
JRB,2023-02-18 21:56,6.67,34.72,10.35,0.00
JRB,2023-02-18 22:56,5.56,42.62,11.50,0.00
JRB,2023-02-18 23:56,5.00,46.19,9.20,0.00
JRB,2023-02-19 00:56,4.44,48.21,11.50,0.00
JRB,2023-02-19 01:56,4.44,46.41,11.50,0.00
JRB,2023-02-19 02:56,3.89,48.06,10.35,0.00
JRB,2023-02-19 03:56,3.89,48.06,10.35,0.00
JRB,2023-02-19 04:56,3.33,52.13,9.20,0.00
JRB,2023-02-19 05:56,2.78,54.01,8.05,0.00
JRB,2023-02-19 06:56,2.78,54.01,4.60,0.00
JRB,2023-02-19 07:56,2.78,56.57,4.60,0.00
JRB,2023-02-19 08:56,2.78,59.24,6.90,0.00
JRB,2023-02-19 09:56,2.78,61.50,4.60,0.00
JRB,2023-02-19 10:56,2.78,61.50,4.60,0.00
JRB,2023-02-19 11:56,2.78,64.38,5.75,0.00
JRB,2023-02-19 12:56,3.33,62.14,3.45,0.00
JRB,2023-02-19 13:56,3.89,64.37,4.60,0.00
JRB,2023-02-19 14:56,5.56,54.78,3.45,0.00
JRB,2023-02-19 15:56,6.67,52.86,6.90,0.00
JRB,2023-02-19 16:56,7.22,55.43,0.00,0.00
JRB,2023-02-19 17:56,7.78,55.36,8.05,0.00
JRB,2023-02-19 18:56,8.89,53.67,14.95,0.00
JRB,2023-02-19 19:56,9.44,54.24,13.80,0.00
JRB,2023-02-19 21:56,7.78,67.90,10.35,0.00
JRB,2023-02-19 22:56,6.67,75.93,9.20,0.00
JRB,2023-02-19 23:56,6.67,75.93,9.20,0.00
JRB,2023-02-20 00:56,6.67,75.93,5.75,0.00
JRB,2023-02-20 01:56,7.22,73.37,4.60,0.00
JRB,2023-02-20 02:56,7.78,70.64,5.75,0.00
JRB,2023-02-20 03:56,8.33,73.85,8.05,0.00
JRB,2023-02-20 04:56,8.89,76.58,10.35,0.00
JRB,2023-02-20 05:56,9.44,77.26,8.05,0.00
JRB,2023-02-20 06:56,8.89,79.91,5.75,0.00
JRB,2023-02-20 07:56,8.33,79.82,5.75,0.00
JRB,2023-02-20 08:56,7.22,79.36,5.75,0.00
JRB,2023-02-20 09:56,7.22,85.77,8.05,0.00
JRB,2023-02-20 10:56,7.22,85.77,5.75,0.00
JRB,2023-02-20 11:56,7.78,86.16,6.90,0.00
JRB,2023-02-20 12:25,7.00,93.35,4.60,0.00
JRB,2023-02-20 12:42,8.00,87.19,4.60,0.00
JRB,2023-02-20 12:56,7.22,89.49,5.75,0.00
JRB,2023-02-20 13:08,8.00,87.19,8.05,0.00
JRB,2023-02-20 13:40,8.00,87.19,9.20,0.00
JRB,2023-02-20 13:56,7.78,89.20,6.90,0.00
JRB,2023-02-20 14:05,8.00,87.19,8.05,0.00
JRB,2023-02-20 14:30,8.00,87.19,4.60,0.00
JRB,2023-02-20 14:56,8.33,89.92,6.90,0.00
JRB,2023-02-20 15:48,9.00,87.28,6.90,0.00
JRB,2023-02-20 15:56,8.89,82.72,6.90,0.00
JRB,2023-02-20 16:56,8.89,79.91,4.60,0.00
JRB,2023-02-20 17:56,10.56,71.19,5.75,0.00
JRB,2023-02-20 18:56,14.44,47.18,5.75,0.00
JRB,2023-02-20 19:56,16.11,33.40,13.80,0.00
JRB,2023-02-20 20:56,16.11,31.95,8.05,0.00
JRB,2023-02-20 21:56,15.56,32.99,5.75,0.00
JRB,2023-02-20 22:56,13.89,36.86,8.05,0.00
JRB,2023-02-20 23:56,12.78,41.44,6.90,0.00
JRB,2023-02-21 00:56,11.11,52.36,6.90,0.00
JRB,2023-02-21 01:56,10.00,58.44,3.45,0.00
JRB,2023-02-21 02:56,10.56,51.81,3.45,0.00
JRB,2023-02-21 03:56,11.11,46.25,5.75,0.00
JRB,2023-02-21 04:56,10.56,45.73,12.65,0.00
JRB,2023-02-21 05:56,8.89,53.67,14.95,0.00
JRB,2023-02-21 06:56,8.33,53.50,10.35,0.00
JRB,2023-02-21 07:56,7.78,62.71,12.65,T
JRB,2023-02-21 08:56,5.56,78.80,11.50,T
JRB,2023-02-21 09:56,4.44,85.81,12.65,0.76
JRB,2023-02-21 10:56,3.89,88.87,14.95,0.25
JRB,2023-02-21 11:39,3.00,93.14,14.95,0.51
JRB,2023-02-21 11:51,3.00,93.14,13.80,0.51
JRB,2023-02-21 11:56,3.33,89.53,14.95,0.51
JRB,2023-02-21 12:56,3.89,85.76,12.65,0.00
JRB,2023-02-21 13:56,3.89,88.87,10.35,0.00
JRB,2023-02-21 14:56,4.44,89.27,5.75,0.00
JRB,2023-02-21 15:56,4.44,85.81,3.45,0.00
JRB,2023-02-21 16:56,5.00,82.22,3.45,0.00
JRB,2023-02-21 17:31,7.00,70.48,4.60,0.00
JRB,2023-02-21 17:56,6.67,72.99,5.75,0.00
JRB,2023-02-21 18:56,6.11,76.12,0.00,0.25
JRB,2023-02-21 19:56,7.78,67.90,0.00,0.00
JRB,2023-02-21 20:03,8.00,70.68,0.00,0.00
JRB,2023-02-21 20:56,7.22,73.37,0.00,T
JRB,2023-02-21 21:09,7.00,75.68,0.00,T
JRB,2023-02-21 21:16,7.00,75.68,0.00,T
JRB,2023-02-21 21:26,7.00,75.68,5.75,T
JRB,2023-02-21 21:52,7.00,75.68,6.90,T
JRB,2023-02-21 21:56,6.67,78.66,8.05,T
JRB,2023-02-21 22:36,6.00,86.99,6.90,T
JRB,2023-02-21 22:56,6.11,85.66,6.90,T
JRB,2023-02-21 23:07,6.00,86.99,6.90,0.00
JRB,2023-02-21 23:56,5.56,88.67,4.60,0.00
JRB,2023-02-22 00:56,6.11,76.12,6.90,0.00
JRB,2023-02-22 01:56,6.67,65.02,0.00,0.00
JRB,2023-02-22 02:56,6.67,59.50,3.45,0.00
JRB,2023-02-22 03:56,6.67,59.50,0.00,0.00
JRB,2023-02-22 04:56,6.11,59.83,3.45,0.00
JRB,2023-02-22 05:56,5.56,54.78,0.00,0.00
JRB,2023-02-22 06:56,5.56,50.42,4.60,0.00
JRB,2023-02-22 07:56,5.00,52.61,0.00,0.00
JRB,2023-02-22 08:56,4.44,54.90,4.60,0.00
JRB,2023-02-22 09:56,4.44,48.21,3.45,0.00
JRB,2023-02-22 10:56,3.89,49.93,0.00,0.00
JRB,2023-02-22 11:56,3.89,49.93,3.45,0.00
JRB,2023-02-22 12:56,5.00,52.61,6.90,0.00
JRB,2023-02-22 13:56,6.11,46.91,0.00,0.00
JRB,2023-02-22 14:56,6.11,44.80,0.00,0.25
JRB,2023-02-22 15:56,6.11,48.70,6.90,0.00
JRB,2023-02-22 16:56,6.11,42.77,3.45,0.00
JRB,2023-02-22 17:56,6.11,44.80,5.75,0.00
JRB,2023-02-22 18:56,5.56,54.78,0.00,T
JRB,2023-02-22 19:56,4.44,64.49,3.45,T
JRB,2023-02-22 20:56,3.89,75.75,4.60,1.27
JRB,2023-02-22 21:56,3.33,85.69,11.50,1.02
JRB,2023-02-22 22:15,3.00,86.69,9.20,T
JRB,2023-02-22 22:37,3.00,86.69,10.35,T
JRB,2023-02-22 22:56,3.33,85.69,13.80,T
JRB,2023-02-22 23:04,3.00,86.69,13.80,0.00
JRB,2023-02-22 23:56,3.89,82.08,13.80,0.00
JRB,2023-02-23 00:17,4.00,80.79,11.50,0.00
JRB,2023-02-23 00:56,3.33,89.53,13.80,0.00
JRB,2023-02-23 01:56,3.33,85.69,11.50,0.00
JRB,2023-02-23 02:56,3.89,82.08,9.20,0.00
JRB,2023-02-23 03:56,3.89,85.76,13.80,0.00
JRB,2023-02-23 04:56,3.89,85.76,12.65,0.00
JRB,2023-02-23 05:49,4.00,86.79,11.50,0.00
JRB,2023-02-23 05:56,4.44,85.81,12.65,0.00
JRB,2023-02-23 06:37,4.00,93.19,12.65,0.00
JRB,2023-02-23 06:56,3.89,92.45,8.05,0.00
JRB,2023-02-23 07:08,4.00,93.19,4.60,0.00
JRB,2023-02-23 07:56,3.89,92.45,12.65,T
JRB,2023-02-23 08:56,3.89,92.45,13.80,T
JRB,2023-02-23 09:56,3.89,92.45,14.95,T
JRB,2023-02-23 10:56,3.89,92.45,10.35,0.00
JRB,2023-02-23 11:52,4.00,93.19,5.75,0.00
JRB,2023-02-23 11:56,4.44,92.48,6.90,0.00
JRB,2023-02-23 12:56,4.44,96.55,9.20,0.00
JRB,2023-02-23 13:56,4.44,92.48,10.35,0.00
JRB,2023-02-23 14:56,4.44,89.27,10.35,0.00
JRB,2023-02-23 15:13,4.00,93.19,8.05,0.00
JRB,2023-02-23 15:56,4.44,89.27,11.50,0.00
JRB,2023-02-23 16:56,5.00,85.54,9.20,0.00
JRB,2023-02-23 17:56,5.00,85.54,13.80,0.00
JRB,2023-02-23 18:56,5.00,82.22,10.35,0.00
JRB,2023-02-23 19:56,5.00,82.22,10.35,0.00
JRB,2023-02-23 20:45,6.00,75.50,8.05,0.00
JRB,2023-02-23 20:56,5.56,78.80,8.05,0.00
JRB,2023-02-23 21:29,6.00,75.50,5.75,0.00
JRB,2023-02-23 21:56,5.56,78.80,6.90,0.00
JRB,2023-02-23 22:56,5.56,81.98,6.90,0.00
JRB,2023-02-23 23:56,5.00,85.54,6.90,0.00
JRB,2023-02-24 00:56,5.56,88.67,6.90,0.00
JRB,2023-02-24 01:56,5.56,88.67,8.05,0.00
JRB,2023-02-24 02:56,5.56,91.84,8.05,0.00
JRB,2023-02-24 03:56,6.11,92.58,6.90,0.00
JRB,2023-02-24 04:03,6.00,100.00,6.90,0.00
JRB,2023-02-24 04:56,6.11,96.60,9.20,0.00
JRB,2023-02-24 05:04,6.00,100.00,6.90,0.00
JRB,2023-02-24 05:25,6.00,100.00,0.00,0.00
JRB,2023-02-24 05:56,6.11,100.00,3.45,0.00
JRB,2023-02-24 06:56,,,8.05,0.00
JRB,2023-02-24 07:23,,,4.60,0.00
JRB,2023-02-24 07:49,,,0.00,0.00
JRB,2023-02-24 07:56,,,0.00,0.00
JRB,2023-02-24 08:10,,,0.00,0.00
JRB,2023-02-24 08:56,,,4.60,0.00
JRB,2023-02-24 09:05,,,0.00,0.00
JRB,2023-02-24 09:56,,,4.60,0.00
JRB,2023-02-24 10:56,6.67,78.66,3.45,0.00
JRB,2023-02-24 11:56,6.11,70.30,5.75,0.00
JRB,2023-02-24 12:56,6.67,65.02,4.60,0.00
JRB,2023-02-24 13:56,8.33,47.54,4.60,0.00
JRB,2023-02-24 14:56,6.67,50.73,8.05,0.00
JRB,2023-02-24 15:56,7.22,43.46,8.05,0.00
JRB,2023-02-24 16:56,7.78,39.96,5.75,0.00
JRB,2023-02-24 17:56,6.67,41.00,3.45,0.00
JRB,2023-02-24 18:56,7.22,36.40,6.90,0.00
JRB,2023-02-24 19:56,7.22,29.59,0.00,0.00
JRB,2023-02-24 20:56,6.67,27.81,6.90,0.00
JRB,2023-02-24 21:56,5.56,28.86,5.75,0.00
JRB,2023-02-24 22:56,3.33,32.36,3.45,0.00
JRB,2023-02-24 23:56,2.22,36.62,8.05,0.00
JRB,2023-02-25 00:56,1.11,39.65,4.60,0.00
JRB,2023-02-25 01:56,0.56,42.77,5.75,0.00
JRB,2023-02-25 02:56,-0.61,49.05,5.75,0.00
JRB,2023-02-25 03:56,-1.72,50.70,3.45,0.00
JRB,2023-02-25 04:56,-2.22,52.61,5.75,0.00
JRB,2023-02-25 05:56,-2.78,54.82,4.60,0.00
JRB,2023-02-25 06:56,-3.28,52.07,4.60,0.00
JRB,2023-02-25 07:56,-3.28,59.71,6.90,0.00
JRB,2023-02-25 08:56,-3.89,59.55,5.75,0.00
JRB,2023-02-25 09:56,-3.28,54.68,8.05,0.00
JRB,2023-02-25 10:56,-3.28,56.89,8.05,0.00
JRB,2023-02-25 11:56,-3.28,56.89,6.90,0.00
JRB,2023-02-25 12:56,-3.28,54.68,4.60,0.00
JRB,2023-02-25 13:56,-2.78,52.68,0.00,0.00
JRB,2023-02-25 14:56,-1.72,63.31,3.45,0.00
JRB,2023-02-25 15:56,-2.22,60.25,3.45,T
JRB,2023-02-25 16:04,-2.00,63.51,0.00,T
JRB,2023-02-25 16:56,-1.11,58.23,0.00,T
JRB,2023-02-25 17:56,-1.72,58.06,3.45,0.00
JRB,2023-02-25 18:56,-0.61,63.31,5.75,0.00
JRB,2023-02-25 19:56,-0.61,63.31,8.05,0.00
JRB,2023-02-25 20:34,0.00,63.99,5.75,0.00
JRB,2023-02-25 20:56,0.00,65.92,6.90,0.00
JRB,2023-02-25 21:56,0.00,65.92,6.90,0.00
JRB,2023-02-25 22:56,0.56,66.06,5.75,0.00
JRB,2023-02-25 23:32,0.00,69.04,4.60,0.00
JRB,2023-02-25 23:39,1.00,64.23,5.75,0.00
JRB,2023-02-25 23:52,1.00,64.23,5.75,0.00
JRB,2023-02-25 23:56,0.56,66.06,5.75,0.00
JRB,2023-02-26 00:56,0.56,66.06,5.75,0.00
JRB,2023-02-26 01:56,0.56,66.06,4.60,0.00
JRB,2023-02-26 02:56,0.00,69.04,3.45,0.00
JRB,2023-02-26 03:56,0.56,66.06,5.75,0.00
JRB,2023-02-26 04:56,0.56,63.06,4.60,0.00
JRB,2023-02-26 05:56,0.00,65.92,4.60,0.00
JRB,2023-02-26 06:56,0.00,65.92,4.60,0.00
JRB,2023-02-26 07:56,0.00,65.92,5.75,0.00
JRB,2023-02-26 08:56,0.00,65.92,6.90,0.00
JRB,2023-02-26 09:56,-0.61,78.48,8.05,0.00
JRB,2023-02-26 10:56,-0.61,82.15,6.90,0.00
JRB,2023-02-26 11:56,0.00,75.07,8.05,0.00
JRB,2023-02-26 12:56,0.56,75.18,12.65,0.00
JRB,2023-02-26 13:06,0.00,80.22,10.35,0.00
JRB,2023-02-26 13:48,1.00,74.63,12.65,0.00
JRB,2023-02-26 13:56,0.56,75.18,13.80,0.00
JRB,2023-02-26 14:56,0.56,78.03,9.20,0.00
JRB,2023-02-26 15:56,1.11,78.43,9.20,0.00
JRB,2023-02-26 16:56,1.67,81.46,6.90,0.00
JRB,2023-02-26 17:51,3.00,74.98,10.35,0.00
JRB,2023-02-26 17:56,3.33,75.64,9.20,0.00
JRB,2023-02-26 18:56,6.11,67.82,9.20,1.02
JRB,2023-02-26 19:56,8.89,51.34,16.10,0.00
JRB,2023-02-26 20:56,10.56,45.73,13.80,0.00
JRB,2023-02-26 21:56,11.11,40.78,14.95,0.00
JRB,2023-02-26 22:56,9.44,51.89,10.35,0.00
JRB,2023-02-26 23:56,8.33,58.47,8.05,0.00
JRB,2023-02-27 00:56,7.78,57.87,4.60,0.00
JRB,2023-02-27 01:56,7.78,49.18,0.00,0.00
JRB,2023-02-27 02:56,7.78,39.96,5.75,0.00
JRB,2023-02-27 03:56,5.56,52.78,3.45,0.00
JRB,2023-02-27 04:56,5.00,46.19,5.75,0.00
JRB,2023-02-27 05:56,3.89,45.87,3.45,0.00
JRB,2023-02-27 06:56,3.33,50.18,0.00,0.00
JRB,2023-02-27 07:56,3.33,52.13,4.60,0.00
JRB,2023-02-27 08:56,2.78,56.57,4.60,0.00
JRB,2023-02-27 09:56,2.22,49.66,4.60,0.00
JRB,2023-02-27 10:56,2.22,56.18,5.75,0.00
JRB,2023-02-27 11:56,1.67,51.47,3.45,0.00
JRB,2023-02-27 12:56,2.78,51.99,10.35,0.00
JRB,2023-02-27 13:56,3.89,52.30,5.75,0.00
JRB,2023-02-27 14:56,4.44,50.50,3.45,0.00
JRB,2023-02-27 15:56,5.00,50.67,5.75,0.00
JRB,2023-02-27 16:56,6.11,39.29,0.00,0.00
JRB,2023-02-27 17:56,6.67,41.00,5.75,0.00
JRB,2023-02-27 18:56,6.11,52.91,6.90,0.00
JRB,2023-02-27 19:56,6.67,44.98,9.20,0.00
JRB,2023-02-27 20:56,5.56,50.42,10.35,0.00
JRB,2023-02-27 21:56,4.44,54.90,12.65,0.00
JRB,2023-02-27 22:56,3.89,52.30,13.80,0.00
JRB,2023-02-27 23:56,3.89,56.86,14.95,T
JRB,2023-02-28 00:56,3.33,67.20,4.60,T
JRB,2023-02-28 01:25,3.00,74.98,10.35,T
JRB,2023-02-28 01:44,2.00,80.51,11.50,T
JRB,2023-02-28 01:56,1.67,84.49,6.90,0.25
JRB,2023-02-28 01:58,2.00,80.51,6.90,T
JRB,2023-02-28 02:15,2.00,86.59,14.95,0.25
JRB,2023-02-28 02:21,2.00,86.59,13.80,0.25
JRB,2023-02-28 02:37,1.00,93.03,9.20,0.25
JRB,2023-02-28 02:44,1.00,93.03,10.35,0.25
JRB,2023-02-28 02:50,1.00,93.03,12.65,0.25
JRB,2023-02-28 02:56,1.67,88.33,13.80,0.25
JRB,2023-02-28 03:56,1.67,95.71,13.80,0.25
JRB,2023-02-28 04:40,1.00,100.00,16.10,T
JRB,2023-02-28 04:56,1.11,100.00,14.95,0.25
JRB,2023-02-28 05:56,1.11,100.00,14.95,0.25
JRB,2023-02-28 06:56,1.11,100.00,14.95,T
JRB,2023-02-28 07:07,1.00,100.00,11.50,T
JRB,2023-02-28 07:25,1.00,100.00,14.95,T
JRB,2023-02-28 07:56,1.11,,17.25,T
JRB,2023-02-28 08:56,1.11,,18.40,T
JRB,2023-02-28 09:25,1.00,,14.95,T
JRB,2023-02-28 09:56,1.11,100.00,17.25,T
JRB,2023-02-28 10:41,1.00,,18.40,T
JRB,2023-02-28 10:56,1.11,,20.70,T
JRB,2023-02-28 11:56,1.11,,17.25,T
JRB,2023-02-28 12:56,1.67,100.00,13.80,0.00
JRB,2023-02-28 13:56,2.22,100.00,12.65,T
JRB,2023-02-28 14:56,2.22,100.00,11.50,T
JRB,2023-02-28 15:11,3.00,100.00,9.20,0.00
JRB,2023-02-28 15:21,3.00,100.00,13.80,0.00
JRB,2023-02-28 15:56,2.78,100.00,11.50,0.00
JRB,2023-02-28 16:56,3.33,96.52,8.05,0.00
JRB,2023-02-28 17:30,3.00,100.00,3.45,0.00
JRB,2023-02-28 17:56,2.78,100.00,3.45,0.00
JRB,2023-02-28 18:56,2.78,100.00,3.45,T
JRB,2023-02-28 19:56,3.33,96.52,6.90,T
JRB,2023-02-28 20:56,2.78,96.13,0.00,T
JRB,2023-02-28 21:28,3.00,93.14,4.60,0.00
JRB,2023-02-28 22:04,3.00,93.14,3.45,0.00
JRB,2023-02-28 22:43,3.00,93.14,3.45,0.00
JRB,2023-02-28 22:56,3.33,89.53,5.75,0.00
JRB,2023-02-28 23:36,3.00,86.69,5.75,0.00
JRB,2023-02-28 23:56,2.78,88.78,4.60,0.00
JRB,2023-03-01 00:56,2.78,88.78,4.60,0.00
JRB,2023-03-01 01:56,2.78,85.64,5.75,0.00
JRB,2023-03-01 02:56,2.78,85.64,4.60,0.00
JRB,2023-03-01 03:56,2.78,81.93,6.90,0.00
JRB,2023-03-01 04:56,2.78,81.93,6.90,0.00
JRB,2023-03-01 05:56,2.78,81.93,5.75,0.00
JRB,2023-03-01 06:56,2.78,78.37,6.90,0.00
JRB,2023-03-01 07:56,3.33,67.20,0.00,0.00
JRB,2023-03-01 08:56,2.78,69.63,4.60,0.00
JRB,2023-03-01 10:56,2.22,72.43,6.90,0.00
JRB,2023-03-01 11:56,2.78,72.24,10.35,0.00
JRB,2023-03-01 12:56,3.33,69.73,11.50,0.00
JRB,2023-03-01 13:56,4.44,64.49,9.20,0.00
JRB,2023-03-01 14:56,6.11,52.91,5.75,0.00
JRB,2023-03-01 15:56,6.67,52.86,4.60,0.00
JRB,2023-03-01 16:56,6.11,59.83,10.35,0.00
JRB,2023-03-01 17:56,6.11,46.91,6.90,0.00
JRB,2023-03-01 18:56,6.11,57.21,11.50,0.25
JRB,2023-03-01 19:56,6.11,57.21,9.20,0.00
JRB,2023-03-01 20:56,5.56,67.17,8.05,0.00
JRB,2023-03-01 21:14,6.00,65.38,9.20,0.00
JRB,2023-03-01 21:56,6.11,67.82,10.35,0.00
JRB,2023-03-01 22:56,5.56,72.78,6.90,0.00
JRB,2023-03-01 23:54,6.00,75.50,6.90,0.00
JRB,2023-03-01 23:56,5.56,78.80,8.05,0.00
JRB,2023-03-02 00:56,5.56,84.93,8.05,0.00
JRB,2023-03-02 01:56,5.56,88.67,11.50,0.00
JRB,2023-03-02 02:56,5.56,91.84,9.20,0.00
JRB,2023-03-02 03:56,5.00,100.00,11.50,0.00
JRB,2023-03-02 04:35,5.00,100.00,11.50,0.00
JRB,2023-03-02 04:56,5.00,100.00,10.35,0.00
JRB,2023-03-02 05:56,5.00,100.00,10.35,0.00
JRB,2023-03-02 06:56,5.00,100.00,6.90,0.00
JRB,2023-03-02 07:56,5.00,,12.65,0.00
JRB,2023-03-02 08:56,,,9.20,0.00
JRB,2023-03-02 09:35,,,6.90,0.00
JRB,2023-03-02 09:56,,,6.90,0.00
JRB,2023-03-02 10:32,,,9.20,0.00
JRB,2023-03-02 10:56,,,10.35,0.00
JRB,2023-03-02 11:56,,,0.00,0.00
JRB,2023-03-02 12:56,,,0.00,T
JRB,2023-03-02 13:17,,,5.75,0.00
JRB,2023-03-02 13:35,,,5.75,0.00
JRB,2023-03-02 13:56,,,4.60,0.00
JRB,2023-03-02 14:21,,,4.60,T
JRB,2023-03-02 14:34,,,4.60,T
JRB,2023-03-02 14:45,,,6.90,T
JRB,2023-03-02 14:56,,,6.90,T
JRB,2023-03-02 15:56,,,5.75,0.00
JRB,2023-03-02 16:56,,,8.05,0.00
JRB,2023-03-02 17:51,8.00,87.19,9.20,0.00
JRB,2023-03-02 17:56,8.89,79.91,9.20,0.00
JRB,2023-03-02 18:25,10.00,76.18,5.75,0.00
JRB,2023-03-02 18:54,11.00,66.48,5.75,0.00
JRB,2023-03-02 18:56,11.11,68.86,0.00,0.00
JRB,2023-03-02 19:56,11.67,56.17,4.60,0.00
JRB,2023-03-02 20:56,11.67,58.64,3.45,0.00
JRB,2023-03-02 21:56,11.67,39.16,3.45,0.00
JRB,2023-03-02 22:56,10.56,45.73,6.90,0.00
JRB,2023-03-02 23:56,8.89,53.67,3.45,0.00
JRB,2023-03-03 00:56,8.89,49.49,0.00,0.00
JRB,2023-03-03 01:56,7.78,53.37,5.75,0.00
JRB,2023-03-03 02:56,6.67,54.85,4.60,0.00
JRB,2023-03-03 03:56,5.56,54.78,3.45,0.00
JRB,2023-03-03 04:56,5.00,57.15,4.60,0.00
