station,valid,tmpc,relh,sped,p01m
JRB,2023-04-03 20:56,12.78,54.70,12.65,0.00
JRB,2023-04-03 21:56,12.22,58.76,13.80,0.00
JRB,2023-04-03 22:56,11.67,60.73,11.50,0.00
JRB,2023-04-03 23:56,11.11,63.24,4.60,0.00
JRB,2023-04-04 00:56,10.56,65.38,10.35,0.00
JRB,2023-04-04 01:56,11.11,63.24,8.05,0.00
JRB,2023-04-04 02:56,10.56,68.23,6.90,0.00
JRB,2023-04-04 03:56,11.11,71.28,4.60,0.00
JRB,2023-04-04 04:56,11.11,71.28,3.45,0.00
JRB,2023-04-04 05:56,11.67,71.40,4.60,0.00
JRB,2023-04-04 06:56,11.11,74.35,3.45,0.00
JRB,2023-04-04 07:56,10.56,76.86,8.05,0.00
JRB,2023-04-04 08:56,9.44,83.42,6.90,0.00
JRB,2023-04-04 09:56,8.89,86.28,8.05,0.00
JRB,2023-04-04 10:56,8.89,86.28,8.05,0.00
JRB,2023-04-04 11:56,9.44,86.33,6.90,0.00
JRB,2023-04-04 12:56,11.11,76.94,5.75,0.00
JRB,2023-04-04 13:20,12.00,71.45,5.75,0.00
JRB,2023-04-04 13:37,13.00,71.64,0.00,0.00
JRB,2023-04-04 13:56,13.89,71.81,3.45,0.00
JRB,2023-04-04 14:20,15.00,67.33,0.00,0.00
JRB,2023-04-04 14:56,16.67,61.91,3.45,0.00
JRB,2023-04-04 15:56,17.78,57.91,4.60,0.00
JRB,2023-04-04 16:56,20.00,52.51,4.60,0.00
JRB,2023-04-04 17:56,20.56,52.67,3.45,0.00
JRB,2023-04-04 18:56,20.00,54.70,5.75,0.00
JRB,2023-04-04 19:56,20.00,52.51,5.75,0.00
JRB,2023-04-04 20:56,18.89,56.27,6.90,0.00
JRB,2023-04-04 21:56,18.89,60.60,0.00,0.00
JRB,2023-04-04 22:56,17.22,67.29,3.45,0.00
JRB,2023-04-04 23:56,17.22,72.42,0.00,0.00
JRB,2023-04-05 00:56,16.67,77.53,0.00,0.00
JRB,2023-04-05 01:56,17.22,77.61,5.75,0.00
JRB,2023-04-05 02:56,17.22,77.61,0.00,0.00
JRB,2023-04-05 03:56,12.78,79.85,10.35,0.00
JRB,2023-04-05 04:56,11.67,89.18,12.65,0.00
JRB,2023-04-05 05:27,12.00,93.60,13.80,0.00
JRB,2023-04-05 05:36,12.00,93.60,13.80,0.00
JRB,2023-04-05 05:56,12.78,93.29,13.80,0.00
JRB,2023-04-05 06:56,12.22,100.00,13.80,0.00
JRB,2023-04-05 07:15,12.00,100.00,16.10,0.00
JRB,2023-04-05 07:56,11.67,100.00,18.40,0.00
JRB,2023-04-05 08:04,11.00,100.00,19.55,0.00
JRB,2023-04-05 08:56,10.56,100.00,18.40,0.00
JRB,2023-04-05 09:56,10.56,96.00,12.65,0.00
JRB,2023-04-05 10:56,10.56,89.09,16.10,0.00
JRB,2023-04-05 11:56,11.11,82.68,12.65,0.00
JRB,2023-04-05 12:56,11.67,82.76,12.65,0.00
JRB,2023-04-05 13:03,12.00,81.87,12.65,0.00
JRB,2023-04-05 13:56,11.67,82.76,9.20,0.00
JRB,2023-04-05 14:34,11.00,87.47,10.35,0.00
JRB,2023-04-05 14:56,11.11,92.86,9.20,0.00
JRB,2023-04-05 15:05,11.00,100.00,10.35,0.00
JRB,2023-04-05 15:21,11.00,100.00,10.35,0.00
JRB,2023-04-05 15:45,11.00,93.55,11.50,0.00
JRB,2023-04-05 15:56,10.56,100.00,12.65,0.00
JRB,2023-04-05 16:17,11.00,100.00,12.65,0.00
JRB,2023-04-05 16:30,11.00,100.00,16.10,0.00
JRB,2023-04-05 16:56,10.56,100.00,17.25,0.00
JRB,2023-04-05 17:56,10.56,96.00,13.80,0.00
JRB,2023-04-05 18:56,10.00,89.04,12.65,0.00
JRB,2023-04-05 19:56,10.00,86.06,11.50,0.00
JRB,2023-04-05 20:04,9.00,93.45,12.65,0.00
JRB,2023-04-05 21:56,8.89,100.00,10.35,0.00
JRB,2023-04-05 22:03,9.00,100.00,12.65,0.00
JRB,2023-04-05 22:30,9.00,100.00,11.50,0.00
JRB,2023-04-05 22:42,9.00,100.00,9.20,0.00
JRB,2023-04-05 22:56,8.89,100.00,8.05,0.00
JRB,2023-04-05 23:27,8.00,100.00,14.95,0.00
JRB,2023-04-05 23:40,8.00,100.00,12.65,0.00
JRB,2023-04-05 23:56,8.33,100.00,9.20,0.00
JRB,2023-04-06 00:56,8.89,,8.05,0.00
JRB,2023-04-06 01:34,8.00,,9.20,0.00
JRB,2023-04-06 01:43,9.00,,12.65,0.00
JRB,2023-04-06 01:56,8.89,,6.90,0.00
JRB,2023-04-06 02:26,9.00,,11.50,0.00
JRB,2023-04-06 02:44,9.00,,8.05,0.00
JRB,2023-04-06 02:56,,,11.50,0.00
JRB,2023-04-06 03:20,,,11.50,0.00
JRB,2023-04-06 03:56,,,10.35,0.00
JRB,2023-04-06 04:15,,,12.65,0.00
JRB,2023-04-06 04:56,,,13.80,0.00
JRB,2023-04-06 05:56,,,10.35,0.00
JRB,2023-04-06 06:56,,,10.35,0.00
JRB,2023-04-06 07:33,,,6.90,0.00
JRB,2023-04-06 07:56,,,6.90,0.00
JRB,2023-04-06 08:56,,,10.35,T
JRB,2023-04-06 09:03,,,10.35,0.00
JRB,2023-04-06 09:56,,,0.00,0.00
JRB,2023-04-06 10:56,,,0.00,0.00
JRB,2023-04-06 11:56,,,0.00,0.00
JRB,2023-04-06 12:41,,,0.00,0.00
JRB,2023-04-06 12:56,,,5.75,0.00
JRB,2023-04-06 13:07,,,4.60,0.00
JRB,2023-04-06 13:25,,,4.60,0.00
JRB,2023-04-06 13:56,,,5.75,0.00
JRB,2023-04-06 14:56,12.78,79.85,3.45,0.00
JRB,2023-04-06 15:56,15.00,72.01,4.60,0.00
JRB,2023-04-06 16:56,18.89,63.10,0.00,0.00
JRB,2023-04-06 17:56,20.56,60.78,4.60,0.00
JRB,2023-04-06 19:56,24.44,49.91,4.60,0.00
JRB,2023-04-06 20:56,21.67,52.96,0.00,0.00
JRB,2023-04-06 22:56,17.78,67.66,0.00,0.00
JRB,2023-04-06 23:56,17.22,67.29,4.60,0.00
JRB,2023-04-07 02:56,15.56,55.44,5.75,0.00
JRB,2023-04-07 04:56,14.44,59.98,3.45,0.00
JRB,2023-04-07 05:56,14.44,47.18,4.60,0.00
JRB,2023-04-07 06:56,13.89,36.86,4.60,0.00
JRB,2023-04-07 07:56,13.89,33.98,0.00,0.00
JRB,2023-04-07 08:56,12.78,29.96,4.60,0.00
JRB,2023-04-07 09:56,12.22,28.33,4.60,0.00
JRB,2023-04-07 10:56,11.67,32.11,5.75,0.00
JRB,2023-04-07 11:56,11.11,31.93,4.60,0.00
JRB,2023-04-07 12:56,11.67,32.11,3.45,0.00
JRB,2023-04-07 13:56,11.67,30.67,3.45,0.00
JRB,2023-04-07 14:56,11.67,32.11,5.75,0.00
JRB,2023-04-07 15:56,13.33,26.43,5.75,0.00
JRB,2023-04-07 16:56,13.89,22.46,6.90,0.00
JRB,2023-04-07 17:56,13.89,21.51,8.05,0.00
JRB,2023-04-07 18:56,13.33,19.74,5.75,0.00
JRB,2023-04-07 19:56,12.78,22.25,5.75,0.00
JRB,2023-04-07 21:56,12.22,26.02,3.45,0.00
JRB,2023-04-07 22:56,10.56,31.52,8.05,0.00
JRB,2023-04-07 23:56,10.00,31.60,0.00,0.00
JRB,2023-04-08 00:56,9.44,30.24,3.45,0.00
JRB,2023-04-08 01:56,8.89,27.48,0.00,0.00
JRB,2023-04-08 02:56,7.78,33.72,3.45,0.00
JRB,2023-04-08 03:56,7.22,35.02,3.45,0.00
JRB,2023-04-08 04:56,6.67,41.00,6.90,0.00
JRB,2023-04-08 05:56,6.11,37.81,0.00,0.00
JRB,2023-04-08 06:56,5.56,39.14,6.90,0.00
JRB,2023-04-08 08:56,5.00,40.83,6.90,0.00
JRB,2023-04-08 09:56,4.44,46.41,3.45,0.00
JRB,2023-04-08 11:56,3.89,48.06,4.60,0.00
JRB,2023-04-08 13:03,6.00,41.84,6.90,0.00
JRB,2023-04-08 14:35,8.00,36.48,5.75,0.00
JRB,2023-04-08 14:56,8.89,35.38,4.60,0.00
JRB,2023-04-08 15:56,8.89,34.05,5.75,0.00
JRB,2023-04-08 17:56,10.56,30.34,5.75,0.00
JRB,2023-04-08 18:56,11.11,29.35,5.75,0.00
JRB,2023-04-08 19:56,10.56,28.95,4.60,0.00
JRB,2023-04-08 20:56,10.00,37.39,8.05,0.00
JRB,2023-04-09 05:56,6.11,48.70,0.00,0.00
JRB,2023-04-09 07:57,6.00,56.48,5.75,0.00
JRB,2023-04-09 08:56,6.11,55.14,0.00,0.00
JRB,2023-04-09 09:56,5.56,57.08,0.00,0.00
JRB,2023-04-09 10:56,6.11,62.06,3.45,0.00
JRB,2023-04-09 11:56,7.22,53.00,12.65,0.00
JRB,2023-04-09 12:56,8.33,49.32,14.95,0.00
JRB,2023-04-09 13:56,9.44,45.75,12.65,0.00
JRB,2023-04-09 14:56,11.11,46.25,9.20,0.00
JRB,2023-04-09 15:56,11.67,46.42,6.90,0.00
JRB,2023-04-09 16:56,12.78,38.21,5.75,0.00
JRB,2023-04-09 17:56,12.22,39.63,11.50,0.00
JRB,2023-04-09 18:56,11.67,36.22,9.20,0.00
JRB,2023-04-09 19:56,11.67,37.74,10.35,0.00
JRB,2023-04-10 00:56,7.22,65.13,6.90,0.00
JRB,2023-04-10 06:56,6.11,73.45,5.75,0.00
JRB,2023-04-10 07:56,6.11,73.45,6.90,0.00
JRB,2023-04-10 08:56,5.56,76.04,6.90,0.00
JRB,2023-04-10 10:56,5.56,76.04,5.75,0.00
JRB,2023-04-10 11:56,6.11,73.45,5.75,0.00
JRB,2023-04-10 12:53,8.00,65.83,5.75,0.00
JRB,2023-04-10 13:41,10.00,53.54,6.90,0.00
JRB,2023-04-10 15:56,13.89,40.28,6.90,0.00
JRB,2023-04-10 16:56,15.56,36.05,8.05,0.00
JRB,2023-04-10 17:56,16.67,29.63,9.20,0.00
JRB,2023-04-10 18:56,17.22,29.77,9.20,0.00
JRB,2023-04-10 19:56,17.78,27.71,8.05,0.00
JRB,2023-04-10 20:56,16.67,30.73,6.90,0.00
JRB,2023-04-10 21:56,16.11,33.40,10.35,0.00
JRB,2023-04-10 22:56,16.11,33.40,0.00,0.00
JRB,2023-04-10 23:56,13.89,41.76,0.00,0.00
JRB,2023-04-11 00:56,13.33,47.05,0.00,0.00
JRB,2023-04-11 01:56,13.33,47.05,3.45,0.00
JRB,2023-04-11 02:56,12.78,46.91,4.60,0.00
JRB,2023-04-11 03:56,12.78,41.44,5.75,0.00
JRB,2023-04-11 04:56,12.22,42.98,5.75,0.00
JRB,2023-04-11 05:56,11.67,44.42,5.75,0.00
JRB,2023-04-11 06:56,11.11,46.25,5.75,0.00
JRB,2023-04-11 07:56,10.00,56.39,5.75,0.00
JRB,2023-04-11 08:56,10.00,45.93,5.75,0.00
JRB,2023-04-11 09:56,9.44,54.24,4.60,0.00
JRB,2023-04-11 10:56,8.89,53.67,3.45,0.00
JRB,2023-04-11 11:56,9.44,51.89,4.60,0.00
JRB,2023-04-11 12:56,11.11,44.24,4.60,0.00
JRB,2023-04-11 13:56,14.44,35.69,6.90,0.00
JRB,2023-04-11 14:56,16.67,34.81,5.75,0.00
JRB,2023-04-11 15:56,18.33,30.44,6.90,0.00
JRB,2023-04-11 16:56,20.00,25.02,8.05,0.00
JRB,2023-04-11 17:56,21.67,19.18,17.25,0.00
JRB,2023-04-11 18:56,21.11,20.75,13.80,0.00
JRB,2023-04-11 19:56,21.67,17.66,12.65,0.00
JRB,2023-04-11 20:56,21.67,18.48,12.65,0.00
JRB,2023-04-11 21:56,21.11,19.19,14.95,0.00
JRB,2023-04-11 22:56,20.00,24.12,11.50,0.00
JRB,2023-04-11 23:56,19.44,25.05,14.95,0.00
JRB,2023-04-12 00:56,19.44,23.95,14.95,0.00
JRB,2023-04-12 01:56,18.33,30.44,17.25,0.00
JRB,2023-04-12 02:56,17.78,35.26,12.65,0.00
JRB,2023-04-12 03:56,17.78,32.56,10.35,0.00
JRB,2023-04-12 04:56,17.22,31.12,9.20,0.00
JRB,2023-04-12 05:56,17.78,28.74,8.05,0.00
JRB,2023-04-12 06:56,17.22,31.12,11.50,0.00
JRB,2023-04-12 07:56,17.78,30.05,10.35,0.00
JRB,2023-04-12 08:56,17.22,32.53,9.20,0.00
JRB,2023-04-12 09:56,17.78,32.56,8.05,0.00
JRB,2023-04-12 10:56,18.33,32.97,10.35,0.00
JRB,2023-04-12 11:56,18.33,34.17,9.20,0.00
JRB,2023-04-12 12:56,18.89,34.21,8.05,0.00
JRB,2023-04-12 13:56,20.00,33.07,3.45,0.00
JRB,2023-04-12 14:56,22.78,29.12,5.75,0.00
JRB,2023-04-12 15:56,23.89,28.20,3.45,0.00
JRB,2023-04-12 16:56,26.11,23.85,5.75,0.00
JRB,2023-04-12 17:56,27.22,21.39,3.45,0.00
JRB,2023-04-12 18:56,28.33,20.11,6.90,0.00
JRB,2023-04-13 16:56,27.22,28.15,6.90,0.00
JRB,2023-04-13 17:56,27.22,28.15,9.20,0.00
JRB,2023-04-13 18:56,26.67,28.99,11.50,0.00
JRB,2023-04-13 19:56,27.78,26.33,10.35,0.00
JRB,2023-04-13 20:56,28.33,25.57,11.50,0.00
JRB,2023-04-13 21:56,28.89,24.68,8.05,0.00
JRB,2023-04-13 22:56,28.33,25.57,11.50,0.00
JRB,2023-04-13 23:56,26.11,30.05,8.05,0.00
JRB,2023-04-14 00:56,26.11,30.05,4.60,0.00
JRB,2023-04-14 01:56,22.78,36.70,4.60,0.00
JRB,2023-04-14 02:56,23.89,33.16,9.20,0.00
JRB,2023-04-14 03:56,21.11,40.63,6.90,0.00
JRB,2023-04-14 04:56,22.78,36.70,6.90,0.00
JRB,2023-04-14 05:56,21.67,39.13,4.60,0.00
JRB,2023-04-14 06:56,20.56,41.90,5.75,0.00
JRB,2023-04-14 07:56,16.67,55.51,4.60,0.00
JRB,2023-04-15 23:17,15.00,87.83,0.00,0.00
JRB,2023-04-15 23:46,14.00,100.00,3.45,0.00
JRB,2023-04-15 23:56,15.00,96.13,0.00,0.00
JRB,2023-04-16 00:08,14.00,100.00,0.00,0.00
JRB,2023-04-16 00:52,15.00,100.00,0.00,0.00
JRB,2023-04-16 00:56,15.00,100.00,5.75,0.00
JRB,2023-04-16 01:56,15.56,100.00,4.60,0.00
JRB,2023-04-16 02:56,15.56,100.00,3.45,0.00
JRB,2023-04-16 03:18,14.00,100.00,4.60,0.00
JRB,2023-04-16 03:56,14.44,100.00,8.05,0.00
JRB,2023-04-16 04:14,14.00,100.00,8.05,0.00
JRB,2023-04-16 04:56,13.89,100.00,3.45,0.00
JRB,2023-04-16 05:26,14.00,100.00,5.75,0.00
JRB,2023-04-16 05:32,13.00,100.00,3.45,0.00
JRB,2023-04-16 05:51,13.00,100.00,6.90,0.00
JRB,2023-04-16 05:56,13.33,100.00,8.05,0.00
JRB,2023-04-16 06:06,13.00,100.00,5.75,0.00
JRB,2023-04-16 06:16,13.00,100.00,3.45,0.00
JRB,2023-04-16 06:32,13.00,,0.00,0.00
JRB,2023-04-16 06:37,13.00,,3.45,0.00
JRB,2023-04-16 06:48,13.00,,3.45,0.00
JRB,2023-04-16 06:56,12.78,,0.00,0.00
JRB,2023-04-16 07:08,13.00,,0.00,0.00
JRB,2023-04-16 07:15,13.00,,0.00,0.00
JRB,2023-04-16 07:22,13.00,,0.00,0.00
JRB,2023-04-16 07:28,13.00,,0.00,0.00
JRB,2023-04-16 07:37,,,0.00,0.00
JRB,2023-04-16 07:49,,,0.00,0.00
JRB,2023-04-16 07:56,,,0.00,0.00
JRB,2023-04-16 08:08,,,0.00,0.00
JRB,2023-04-16 08:17,,,3.45,0.00
JRB,2023-04-16 08:24,,,0.00,0.00
JRB,2023-04-16 08:27,,,0.00,0.00
JRB,2023-04-16 08:56,,,4.60,0.00
JRB,2023-04-16 09:39,,,4.60,0.00
JRB,2023-04-16 09:56,,,3.45,0.00
JRB,2023-04-16 10:23,,,4.60,0.00
JRB,2023-04-16 10:52,,,0.00,0.00
JRB,2023-04-16 10:56,,,0.00,0.00
JRB,2023-04-16 11:06,,,0.00,0.00
JRB,2023-04-16 11:14,,,0.00,0.00
JRB,2023-04-16 11:56,,,4.60,0.00
JRB,2023-04-16 12:33,,,0.00,0.00
JRB,2023-04-16 12:56,,,0.00,0.00
JRB,2023-04-16 13:56,17.22,77.61,3.45,0.00
JRB,2023-04-16 14:56,19.44,67.74,0.00,0.00
JRB,2023-04-16 15:56,20.00,65.22,3.45,0.00
JRB,2023-04-16 16:38,19.00,68.15,6.90,0.00
JRB,2023-04-16 16:56,20.00,65.22,5.75,0.00
JRB,2023-04-16 17:56,20.56,62.80,6.90,0.00
JRB,2023-04-16 18:39,22.00,56.63,4.60,0.00
JRB,2023-04-16 18:56,20.56,60.78,5.75,0.00
JRB,2023-04-16 19:56,20.56,62.80,3.45,0.00
JRB,2023-04-16 20:56,18.89,67.64,4.60,0.00
JRB,2023-04-16 21:56,19.44,63.21,5.75,0.00
JRB,2023-04-16 22:56,18.89,67.64,0.00,0.00
JRB,2023-04-16 23:56,16.11,77.72,3.45,0.00
JRB,2023-04-17 00:56,14.44,80.67,8.05,0.00
JRB,2023-04-17 01:30,14.00,82.12,8.05,0.00
JRB,2023-04-17 01:43,14.00,82.12,8.05,0.00
JRB,2023-04-17 01:56,13.33,83.88,9.20,0.00
JRB,2023-04-17 02:56,13.33,83.88,10.35,0.00
JRB,2023-04-17 03:56,13.33,83.88,6.90,0.00
JRB,2023-04-17 04:56,12.78,86.66,9.20,0.00
JRB,2023-04-17 05:13,13.00,87.65,8.05,0.00
JRB,2023-04-17 05:56,12.78,93.29,10.35,0.00
JRB,2023-04-17 07:56,13.33,100.00,6.90,T
JRB,2023-04-17 08:56,12.78,100.00,4.60,0.00
JRB,2023-04-17 09:56,12.78,100.00,10.35,0.00
JRB,2023-04-17 10:56,12.22,,9.20,0.00
JRB,2023-04-17 11:56,12.22,100.00,0.00,T
JRB,2023-04-17 12:19,12.00,,4.60,T
JRB,2023-04-17 12:56,12.22,,9.20,T
JRB,2023-04-17 13:56,12.22,,8.05,0.00
JRB,2023-04-17 14:56,12.78,,0.00,0.00
JRB,2023-04-17 15:35,13.00,100.00,4.60,0.00
JRB,2023-04-17 15:45,13.00,100.00,4.60,0.00
JRB,2023-04-17 15:50,13.00,100.00,3.45,0.00
JRB,2023-04-17 15:56,12.78,100.00,3.45,0.00
JRB,2023-04-17 16:21,13.00,100.00,3.45,0.00
JRB,2023-04-17 16:56,13.33,100.00,12.65,0.00
JRB,2023-04-17 17:35,14.00,82.12,12.65,0.00
JRB,2023-04-17 17:56,14.44,74.91,5.75,0.00
JRB,2023-04-17 18:23,17.00,59.26,8.05,0.00
JRB,2023-04-17 18:56,18.33,54.26,11.50,0.00
JRB,2023-04-17 19:56,18.89,43.20,12.65,0.00
JRB,2023-04-17 20:56,18.33,39.82,18.40,0.00
JRB,2023-04-20 03:56,11.67,60.73,6.90,0.00
JRB,2023-04-20 04:56,11.67,58.64,8.05,0.00
JRB,2023-04-20 05:56,10.56,63.12,10.35,0.00
JRB,2023-04-20 06:56,9.44,60.88,11.50,0.00
JRB,2023-04-20 07:56,9.44,60.88,11.50,0.00
JRB,2023-04-20 08:56,8.89,60.76,4.60,0.00
JRB,2023-04-20 09:56,8.89,60.76,9.20,0.00
JRB,2023-04-20 10:56,8.89,65.51,6.90,0.00
JRB,2023-04-20 11:56,9.44,63.34,5.75,0.00
JRB,2023-04-20 12:56,10.00,58.44,8.05,0.00
JRB,2023-04-20 13:56,11.11,54.26,6.90,0.00
JRB,2023-04-20 14:56,12.78,46.91,4.60,0.00
JRB,2023-04-20 15:56,14.44,39.00,4.60,0.00
JRB,2023-04-20 16:56,15.00,43.78,5.75,0.00
JRB,2023-04-20 18:56,15.56,43.61,8.05,0.00
JRB,2023-04-21 12:56,13.89,68.90,5.75,0.00
JRB,2023-04-21 13:56,16.67,59.86,5.75,0.00
JRB,2023-04-21 15:56,18.33,50.32,6.90,0.00
JRB,2023-04-21 16:56,19.44,43.67,10.35,0.00
JRB,2023-04-21 17:56,19.44,46.94,9.20,0.00
JRB,2023-04-21 18:56,20.00,48.73,10.35,0.00
JRB,2023-04-21 19:56,19.44,50.62,8.05,0.00
JRB,2023-04-21 20:35,19.00,52.25,11.50,0.00
JRB,2023-04-21 20:56,18.33,60.90,10.35,0.00
JRB,2023-04-21 21:42,16.00,72.20,10.35,0.00
JRB,2023-04-21 21:56,15.56,69.24,12.65,0.00
JRB,2023-04-21 22:23,15.00,72.01,6.90,0.00
JRB,2023-04-21 22:56,15.00,72.01,9.20,0.00
JRB,2023-04-21 23:26,14.00,76.82,6.90,0.00
JRB,2023-04-21 23:56,14.44,74.91,10.35,0.00
JRB,2023-04-22 00:56,13.89,77.38,9.20,0.00
JRB,2023-04-22 01:56,13.33,77.28,11.50,0.00
JRB,2023-04-22 02:56,13.33,80.52,10.35,0.00
JRB,2023-04-22 03:56,12.78,83.20,13.80,0.00
JRB,2023-04-22 04:56,12.78,83.20,12.65,0.00
JRB,2023-04-22 05:56,12.22,80.07,10.35,0.00
JRB,2023-04-22 06:20,12.00,81.87,10.35,0.00
JRB,2023-04-22 06:56,11.67,82.76,13.80,0.00
JRB,2023-04-22 07:56,11.11,86.17,11.50,0.00
JRB,2023-04-22 08:56,11.11,89.13,11.50,0.00
JRB,2023-04-22 09:49,11.00,87.47,12.65,0.00
JRB,2023-04-22 09:56,11.11,89.13,12.65,0.00
JRB,2023-04-22 10:56,11.11,92.86,12.65,0.00
JRB,2023-04-22 11:56,11.67,96.03,13.80,0.00
JRB,2023-04-22 12:15,12.00,93.60,14.95,0.00
JRB,2023-04-22 12:56,12.22,89.88,11.50,0.00
JRB,2023-04-22 13:17,13.00,81.99,13.80,0.00
JRB,2023-04-22 13:56,14.44,74.91,13.80,0.00
JRB,2023-04-22 14:20,16.00,67.54,11.50,0.00
JRB,2023-04-22 14:56,15.56,69.24,13.80,0.00
JRB,2023-04-22 15:56,16.67,64.50,12.65,0.00
JRB,2023-04-22 16:56,18.33,62.96,12.65,0.00
JRB,2023-04-22 17:56,19.44,65.56,9.20,0.00
JRB,2023-04-22 18:56,18.89,67.64,13.80,0.00
JRB,2023-04-22 19:56,20.00,63.12,11.50,0.00
JRB,2023-04-22 20:20,19.00,68.15,14.95,0.00
JRB,2023-04-22 20:56,18.33,72.61,9.20,0.00
JRB,2023-04-22 21:39,17.00,77.29,6.90,0.00
JRB,2023-04-22 21:56,16.11,80.61,8.05,T
JRB,2023-04-22 22:04,16.00,82.37,8.05,T
JRB,2023-04-22 22:35,16.00,82.37,9.20,T
JRB,2023-04-22 22:56,16.11,77.72,9.20,T
JRB,2023-04-22 23:56,16.11,80.61,9.20,0.00
JRB,2023-04-23 00:53,16.00,82.37,10.35,0.00
JRB,2023-04-23 00:56,16.11,80.61,10.35,0.00
JRB,2023-04-23 01:21,15.00,82.25,16.10,0.00
JRB,2023-04-23 01:26,15.00,82.25,11.50,0.00
JRB,2023-04-23 01:29,15.00,82.25,10.35,0.00
JRB,2023-04-23 01:39,15.00,82.25,10.35,T
JRB,2023-04-23 01:56,14.44,90.04,0.00,0.00
JRB,2023-04-23 02:12,14.00,93.69,5.75,0.00
JRB,2023-04-23 02:22,14.00,93.69,8.05,0.00
JRB,2023-04-23 02:32,14.00,93.69,5.75,0.00
JRB,2023-04-23 02:46,14.00,100.00,9.20,0.00
JRB,2023-04-23 02:56,14.44,100.00,9.20,0.00
JRB,2023-04-23 03:30,14.00,100.00,13.80,0.00
JRB,2023-04-23 03:39,14.00,100.00,13.80,0.00
JRB,2023-04-23 03:56,13.89,100.00,14.95,0.00
JRB,2023-04-23 04:56,13.89,,12.65,0.00
JRB,2023-04-23 05:17,13.00,,9.20,0.00
JRB,2023-04-23 05:35,14.00,,8.05,0.00
JRB,2023-04-23 05:56,,,9.20,0.00
JRB,2023-04-23 06:51,,,11.50,0.00
JRB,2023-04-23 06:56,,,11.50,0.00
JRB,2023-04-23 07:56,,,3.45,0.00
JRB,2023-04-23 08:54,,,6.90,0.00
JRB,2023-04-23 08:56,,,4.60,0.00
JRB,2023-04-23 09:22,,,5.75,0.00
JRB,2023-04-23 09:56,,,4.60,0.00
JRB,2023-04-23 10:10,,,0.00,0.00
JRB,2023-04-23 10:30,,,4.60,0.00
JRB,2023-04-23 10:53,,,3.45,0.00
JRB,2023-04-23 10:56,,,0.00,0.00
JRB,2023-04-23 10:58,,,3.45,0.00
JRB,2023-04-23 11:07,,,10.35,0.00
JRB,2023-04-23 11:16,,,10.35,0.00
JRB,2023-04-23 11:29,,,6.90,0.00
JRB,2023-04-23 11:56,,,5.75,0.00
JRB,2023-04-23 12:31,,,3.45,0.00
JRB,2023-04-23 12:56,,,4.60,0.00
JRB,2023-04-23 13:11,,,3.45,0.00
JRB,2023-04-23 13:24,,,5.75,0.00
JRB,2023-04-23 13:56,,,3.45,0.00
JRB,2023-04-23 14:32,,,4.60,0.00
JRB,2023-04-23 14:56,,,5.75,0.00
JRB,2023-04-23 15:37,,,6.90,0.00
JRB,2023-04-23 15:56,15.56,89.48,5.75,0.00
JRB,2023-04-23 16:14,16.00,72.20,8.05,0.00
JRB,2023-04-23 16:29,16.00,72.20,6.90,0.00
JRB,2023-04-23 16:56,16.67,64.50,6.90,0.00
JRB,2023-04-23 17:56,18.89,48.43,0.00,0.00
JRB,2023-04-23 18:56,19.44,41.87,8.05,0.00
JRB,2023-04-23 19:56,19.44,35.86,8.05,0.00
JRB,2023-04-23 20:56,18.33,41.55,3.45,0.00
JRB,2023-04-23 21:56,17.78,44.74,0.00,0.00
JRB,2023-04-23 22:56,17.22,37.99,9.20,0.00
JRB,2023-04-23 23:56,16.11,40.77,0.00,0.00
JRB,2023-04-24 00:56,15.00,45.36,4.60,0.00
JRB,2023-04-24 01:56,13.89,47.04,0.00,0.00
JRB,2023-04-24 02:56,12.78,46.91,0.00,0.00
JRB,2023-04-24 03:56,11.67,54.21,3.45,0.00
JRB,2023-04-24 04:56,10.56,58.36,3.45,0.00
JRB,2023-04-24 05:56,10.00,62.98,4.60,0.00
JRB,2023-04-24 06:56,8.89,65.51,3.45,0.00
JRB,2023-04-24 07:56,8.33,65.63,3.45,0.00
JRB,2023-04-24 08:56,7.78,67.90,4.60,0.00
JRB,2023-04-24 09:56,7.78,65.52,4.60,0.00
JRB,2023-04-24 10:56,7.78,65.52,0.00,0.00
JRB,2023-04-24 11:56,8.33,65.63,0.00,0.00
JRB,2023-04-24 12:56,10.00,56.39,5.75,0.00
JRB,2023-04-24 13:56,12.22,48.65,5.75,0.00
JRB,2023-04-24 14:56,13.33,43.46,6.90,0.00
JRB,2023-04-24 15:56,13.89,40.28,5.75,0.00
JRB,2023-04-24 16:56,15.00,38.87,4.60,0.00
JRB,2023-04-24 17:56,15.56,37.37,6.90,0.00
JRB,2023-04-24 18:56,16.11,31.95,0.00,0.00
JRB,2023-04-24 19:56,16.67,29.63,0.00,0.00
JRB,2023-04-24 20:56,16.67,28.33,8.05,0.00
JRB,2023-04-24 21:56,15.00,30.48,9.20,0.00
JRB,2023-04-24 22:56,13.89,47.04,5.75,0.00
JRB,2023-04-24 23:56,12.78,54.70,3.45,0.00
JRB,2023-04-25 00:56,12.78,35.21,0.00,0.00
JRB,2023-04-25 01:56,12.78,36.54,4.60,0.00
JRB,2023-04-25 02:56,12.22,44.92,4.60,0.00
JRB,2023-04-25 03:56,11.67,44.42,3.45,0.00
JRB,2023-04-25 04:56,11.11,48.34,0.00,0.00
